source,reference,prediction,bleu,comet
"Trotz des Wahldebakels rollen einstweilen noch keine Köpfe, an der Spitze der bayerischen CSU wurden die Personaldebatten vertagt.","Despite ignominious election failure heads have not rolled yet, personal issues are adjourned temporarily at the Bavarian CSU summits.","Despite the election fiasco, no heads have yet rolled, and the personal debates at the top of the Bavarian CSU have been postponed.",9.23,0.7666
Die Tresore der Schweizer Banken waren zum Symbol für unerschütterliche Zuverlässigkeit geworden wie Lindt und Sprüngli für besonders edle Schokolade.,"The safes of Swiss banks had become a symbol of unshakeable reliability, just as Lindt and Sprüngli had come to symbolise sophisticated chocolate.","The vaults of Swiss banks had become a symbol of unshakeable reliability, like Lindt and Sprüngli for particularly fine chocolate.",49.15,0.8006
"Er postete ein Bild von Browns leblosem Körper, der auf der Straße ausgestreckt war und dort vier Stunden bleiben würde.","He posted a picture of Brown's lifeless body stretched out in the street, where it would stay for four hours.","He posted a picture of Brown's lifeless body lying on the street, where it would remain for four hours.",64.0,0.9174
"Auf diese Entwicklung setzt offensichtlich Jörg Haider, der bereits erklärte, er sei bereit, mit jeder Partei zusammenzuarbeiten und gehe von einer Rückkehr nach Wien in die österreichische Bundespolitik aus.","Haider, who has already announced that he is prepared to work together with any party and presumes he will return to Vienna to national politics, is evidently banking on this development.","It is clear that Jörg Haider, who has already declared that he is prepared to work with every party, is basing himself on a return to Vienna in Austrian federal politics",30.5,0.7939
"Es ist ganz Europa, das sich dem Diktat der Märkte und der Ratingagenturen beugt, das unter seiner Ohnmacht und seinem Solidaritätsmangel leidet.","It is the whole of Europe, which defers to the dictates of the markets and of rating agencies, who suffer from their incapacity and a lack of solidarity.","It is the whole of Europe that is bowing to the dictates of the markets and rating agencies, suffering from its helplessness and lack of solidarity.",46.01,0.8727
Bei voller Kapazität wären dies 3 Millionen Kubikmeter pro Stunde sowie 6 Millionen im Jahre 2012.,"At full capacity, this will be 3 million an hour and in 2012, 6 million.","At full capacity, this would be 3 million cubic metres per hour and 6 million in 2012.",32.83,0.8603
"Und ich hätte die ganze verdammte Summe einfordern können, aber ich tue es nicht.""","And I could claim the whole bloody lot, but I don’t.""","And I could have claimed the whole damned amount, but I didn't.""",20.69,0.831
"„Nun hat Franziskus diese acht Kardinäle ausgewählt, die ihm helfen sollen“, sagte Valero.","""Now Francis has selected these eight cardinals to help him,"" Valero said.","""Now Francis has chosen these eight cardinals to help him,"" Valero said.",81.54,0.9528
"Ich hatte die Gelegenheit zu schreiben, dass die Technologie heutzutage wie ein Krebs voranschreitet, nämlich rückwärts.","I had occasion to write that technology goes forward like a crab, namely, backwards.","I had the opportunity to write that technology is advancing like a cancer, backwards.",25.33,0.7961
"""Großen Anteil an diesem Lizenzverkauf zum Betreiben von Hotels hatte gerade der Sieg im Wettbewerb ""Unternehmer des Jahres"", fügt Herr Pytloun anerkennend hinzu.","""And the sale of the license to operate the hotel was very much influenced just by winning the competition Entrepreneur of the year,"" appreciatively adds Pytloun.","""A large part of this license sale for the operation of hotels was the victory in the competition ""Entrepreneur",3.7,0.6645
"Auf seinem Plan steht nicht Spielspaß in Las Vegas, er wird im Januar Bewerbungsgespräche in Neuseeland führen.",He has not scheduled in a round of gambling in Las Vegas - he will be taking part in job interviews in New Zealand in January.,"His plan is not to have fun in Las Vegas, but to go to New Zealand for job interviews in January",10.83,0.805
"So erlaubt der 75-Jährige gleich doppelt einen tiefen Einblick in seine Seele, seine Emotionen.","The 75-year-old allows at the same time a twofold insight, deep into both his soul and his emotions.",So the 75-year-old allows himself to be seen twice as deeply into his soul and emotions.,18.34,0.774
"Inzwischen sind die Nachrichtenkameras in Ferguson längst verschwunden, aber die rassischen Verbindungen zwischen der Gemeinde und der Polizei bestehen weiterhin.","Meanwhile, back in Ferguson, the news cameras are long gone but fraught racial ties between the community and police persist.","The news cameras may have left Ferguson, but the racial connections between the community and the police remain.",15.74,0.8553
Lord war Anfang des Jahres wegen Sexualvergehen an zwölf Jungen während seiner zweijährigen Tätigkeit für den YMCA verurteilt worden.,Earlier this year Lord was convicted for sexual offences against 12 boys during the two years he worked at the YMCA.,Lord was jailed at the start of the year for sex offences against 12 boys during his two-year spell,22.29,0.8045
"Wir wollten ein Programm zusammenstellen, das alle Generationen einschließlich Kinder anspricht.","We have tried to compile a programme, which speaks for all ages, including children.","We wanted to put together a programme that would appeal to all generations, including children.",18.84,0.9029
Das Netzwerk entschuldigte sich ebenfalls schnell und gab eine Mitteilung heraus.,The network was also quick to apologize and released a statement.,The network apologized quickly and issued a statement.,16.74,0.9287
"Er schlug vor, dass die Kombination von L. reuteri und eine an Tryptophan reiche Ernährung tolerantere, weniger entzündliche Darmmilieus fördert, wenn das gleiche System auch bei Menschen wirke.","He suggested if the same works in humans, a combination of L. reuteri and a tryptophan-rich diet may foster a more tolerant, less inflammatory gut environment.",He suggested that the combination of L. reuteri and a diet rich in tryptophan promotes more,19.67,0.7065
"Darüber hinaus gibt es bei der Defender Challenge einen Trainings- und Testtag im Februar sowie die Option, an Wüstenrennen in Nordafrika und dem Nahen Osten teilzunehmen.","Additionally, the Defender Challenge will provide a training and test day in February, as well as the option to compete in desert events in North Africa and the Middle East.","In addition, the Defender Challenge has a training and test day in February and the option of competing in desert races",26.83,0.8376
Die schwedische Behörde für Forensische Medizin (Rättsmedicinalverket) hat mit der Durchführung der Tests im vergangenen Jahr begonnen.,Sweden's national Forensic Medicine Agency (Rättsmedicinalverket) started carrying out the tests earlier year.,The Swedish Forensic Medicine Authority (Rättsmedicinalverket) began carrying out the tests last,24.84,0.8927
Die vor fünf Monaten annektierte Halbinsel im Schwarzen Meer ist der Heimathafen für den Großteil der russischen Marine sowie ein wichtiger Handelshafen und historische Küstenregion.,The Black Sea peninsula annexed five months ago is home to Russia's main naval fleet as well as commercial maritime facilities and historic coastal resorts.,"The Black Sea peninsula annexed five months ago is the home port for most of Russia's navy, an important",31.28,0.7651
"Wir möchten das Münsterland auch auf diese Art einmal näher kennen lernen"", freuten sich die Radfahrer über die Route durch die Kreise Steinfurt, Borken und Coesfeld.","We would also like to get know Münsterland a bit better in the same way"", the cyclists eagerly said, looking forward to the route through Steinfurt, Borken and Coesfeld.","We would like to get to know the Münsterland a little better in this way,"" the cyclists were",7.19,0.7
"Generationen von Familien haben hier gearbeitet und die Arbeitskräfte konzentrieren sich stark auf die lokale Gemeinschaft und den Großraum Glasgow, eine wichtige Säule für menschenwürdige Beschäftigung in einem Gebiet mit hoher Arbeitslosigkeit und sozialer Benachteiligung.","Generations of families have worked here and the workforce is highly concentrated in the local community and the greater Glasgow area, a crucial pillar of decent employment in an area of high unemployment and social deprivation.",Generations of families have worked here and the workforce is strongly focused on the local community and the wider Glasgow area,28.32,0.8021
"Gildner: Der Preis für 160 Quadratmeter Wohnfläche pro Haus beläuft sich auf 184 000 Euro, ohne Grundstück.","Gildner: The price for 160 m² of living space per house amounts to €184,000 without land.",Gildner: The price for 160 square metres of living space per house is 18,46.69,0.7546
"Ich bin mal gespannt, ob ich das hier auch beobachten kann.","I'm looking forward to finding out whether that's happening here, too.",I wonder if I will be able to observe this.,3.72,0.6872
"Das Mietangebot sei äußerst attraktiv gewesen, zudem kämen die Großraumbüros im Astro Park der Arbeitsweise der Mitarbeiter besser entgegen.","The rental offer had been extremely attractive and the open-plan office in the Astro Park was better suited to the way employees actually work, the spokeswoman added.","The rental offer was extremely attractive, and the large offices in the Astro Park were better suited to the employees'",22.53,0.8158
"Es gibt keinen Beleg dafür, dass Hormone oder andere Chemikalien verantwortlich sind",There's no evidence that hormones or other chemicals are to blame,There is no evidence that hormones or other chemicals are to blame,80.71,0.9693
Die jüngste Wende in dem Drama um die von einem Kulturkampf begleitete Berufung Kavanaughs war am Freitag ausgelöst worden.,"The recent turnaround in the drama surrounding Kavanaugh's nomination, which has involved a culture war, had been triggered on Friday.",The latest twist in the drama over Mr Kavanaugh's nomination came on Friday.,10.94,0.7752
