source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Angel Di Maria und Edinson Cavani hielten Kurs, als Paris Saint-Germain seine Champions League Saison mit einem äußerst komfortablen 2-0 Sieg gegen Malmö im Prinzenparkstadion am Dienstag startete.",Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign with an ultimately comfortable 2-0 win against Malmo at the Parc des Princes on Tuesday.,"Angel Di Maria and Edinson Cavani kept their course, as Paris Saint-Germain started its Champions League season with a very comfortable 2-0 win against Malmö in the Prince Park Stadium on Tuesday.","Angel Di Maria and Edinson Cavani kept their course, as Paris Saint-Germain started its Champions League season with a very comfortable 2-0 win against Malmö in the Prince's Park Stadium on Tuesday.","Angel Di Maria and Edinson Cavani kept the course, as Paris Saint-Germain kicked off its Champions League campaign with a very comfortable 2-0 win against Malmo in the Prince Park Stadium on Tuesday.",0.741,34.79,34.79,41.03,6.240000000000002,0.8708,0.8699,0.8629,-0.007900000000000018
In der vergangenen Saison bezogen die Badener beim BHC eine schmerzliche Niederlage und haben dort etwas gutzumachen.,In the past season the Baden team suffered a painful defeat at BHC and they have some ground to make up there.,"In the previous season, the Badener lost a painful defeat at the BHC and have something to make up for.","In the past season, the Badener suffered a painful defeat at the BHC and have something to make up for.","In the past season, the Badener suffered a painful defeat",0.741,19.67,34.72,16.23,-3.4400000000000013,0.8274,0.8195,0.7123,-0.11509999999999998
"Er sollte in Kiel aber ebenso dabei sein wie Botic Van de Zandschulp, Niels Lootsma (beide Niederlande) und der Belgier Julien Cagnina.","He should also be there in Kiel though, just like Botic Van de Zandschulp, Niels Lootsma (both Netherlands) and the Belgian Julien Cagnina.","He should also be there with Botic Van de Zandschulp (Netherlands), Niels Lootsma (Netherlands) and the Belgian Julien Cagnina.","He should be in Kiel just as much as Botic Van de Zandschulp, Niels Lootsma (both Netherlands) and the Belgian Julien Cagnina.","He should be in Kiel just as much as Botic Van de Zandschulp, Niels Lootsma (both Dutch) and the Belgian Julien Cagnina.",0.741,54.02,64.97,54.24,0.21999999999999886,0.8191,0.8542,0.8581,0.038999999999999924
Torjäger Rubin Okotie kann nach seiner Gehirnerschütterung kommende Woche wieder ins Mannschaftstraining zurückkehren.,"Following his concussion, goal scorer Rubin Okotie is returning to training with the team in the coming week.",Striker Rubin Okotie can return to team training after his head injury in the coming week.,"Rubin Okotie, the team's top scorer, will be able to return to training next week after his head injury.","Goal scorer Rubin Okotie can return to team training after his brain concussion next week.Initial analysis: The German ""Torjäger"" should be ""goal scorer"" not ""team's top scorer"" - ""Torjäger"" is more specific to goal scoring. The phrase ""Gehirnerschütterung"" should be ""brain concussion"" not ""head injury"" - ""Gehirnerschütterung"" is more specific",0.741,23.11,6.14,3.23,-19.88,0.8193,0.8264,0.4231,-0.39620000000000005
"Die Fluggesellschaften müssen der FAA nachweisen, dass Flugzeuge den neuen Richtlinien entsprechen und dass sie die Schulungshandbücher des Flugpersonals sowie die Regelungen für das Verstauen der Geräte entsprechend der neuen Vorschriften aktualisiert haben.",Airlines will have to show the FAA how their airplanes meet the new guidelines and that they've updating their flight crew training manuals and rules for stowing devices to reflect the new guidelines.,The airlines must prove to the FAA that the aircraft comply with the new guidelines and that they have updated the training manuals for the flight personnel as well as the guidelines for stowing the equipment in accordance with the new regulations.,The airlines must demonstrate to the FAA that the aircraft comply with the new regulations and that they have updated the training manuals for the flight crew and the instructions for the stowage of equipment in accordance with the new rules.,The airlines must demonstrate to the FAA that the aircraft comply with the new regulations and that they have updated the training manuals for the flight crew and the instructions for the stowage of equipment in accordance with the new rules. Response: the translation accurately captures the meaning,0.741,13.07,4.73,3.95,-9.120000000000001,0.8713,0.8674,0.8213,-0.04999999999999993
"Einer aus der Gruppe, ein 17 Jahre alter Afghane, folgte nach Angaben der Polizei seinen beiden Freunden in einem Abstand von etwa fünf Metern und rief ihnen zu, dass man doch auf ihn warten möge.","According to police one of the group, a 17-year-old Afghan, was walking about five metres behind his friends and called out to them for them to wait for him.","One member of the group, a 17-year-old Afghan, followed his two friends at a distance of about five meters and called out to them that they should wait for him.","One of the group, a 17-year-old Afghan, followed his two friends at a distance of about five metres and told them to wait for him.","One of the group, a 17-year-old Afghan, followed his two friends at a distance",0.741,44.85,44.95,22.02,-22.830000000000002,0.8726,0.8575,0.7425,-0.1301
"Beispielsweise sind die Xbox-Konsole und die Kinect-Sensoren ein Fortschritt, und heutzutage wird keine Xbox mehr ohne Kinect verkauft, da sich alle für Bewegungssteuerung interessieren.","For example, Xbox and Kinect sensors are a step forward. Almost no Xbox is sold without Kinect today, because everyone likes control by gestures.","For example, the Xbox console and the Kinect sensor are a step forward, and nowadays no Xbox is sold without a Kinect, because everyone is interested in motion control.","For example, the Xbox console and the Kinect sensors are a step forward, and today no Xbox is sold without Kinect, as everyone is interested in motion control.","For example, the Xbox console and the Kinect sensors are a step forward, and today no Xbox is sold without Kinect, as everyone is interested in motion control. The translation accurately captures the meaning",0.741,26.51,35.85,29.95,3.4399999999999977,0.89,0.8927,0.8657,-0.02429999999999999
"Das Fitnessstudio hat ebenfalls diese Art von Geräten, auβerdem gibt es auch virtuelle Trainer, die sich um die Trainingseinheiten der Kunden kümmern und ihnen dadurch ein vollkommen persönliches Training bieten.","The gym has these machines, in addition to virtual trainers which guide the steps of the clients, offering them a totally personalized treatment.","The fitness studio also has this type of equipment, in addition there are also virtual trainers who take care of the training sessions of the customers and thus offer them a completely personalized training.","The fitness studio also has this type of equipment, and there are also virtual trainers who look after the training sessions of the customers and thus offer them a completely personalised training.","The fitness studio also has this type of equipment, and there are also virtual trainers who look after the training sessions of the customers and thus offer them a completely personalised training. Response: The German ""Geräten"" should be ""equipment"" not ""this type of equipment"" - this is a lexical error where ""Geräten"" should be translated as ""equipment"" not ""type of equipment""",0.741,7.05,4.39,1.91,-5.14,0.8479,0.8427,0.5324,-0.3155
Die Avalanches verzeichneten in der Saison 2015-16 eine 39-39-4 Marke und fielen hinter den Wild für eine zweite Wildcard Spot in der Western Conference um fünf Punkte zurück.,The Avalanche posted a 39-39-4 mark in 2015-16 and fell five points shy of the Wild for the second wild-card spot in the Western Conference.,The Avalanche recorded a 39-39-4 mark in the 2015-16 season and fell behind the Wild for a second Wild Card spot in the Western Conference by five points.,The Avalanche recorded a 39-39-4 mark in the 2015-16 season and fell behind the Wild for a second Wild Card spot in the Western Conference by five points.,The Avalanche recorded a 39-39-4 record in the 2015-16 season and fell behind the Wild for a second Wild Card spot in the Western Conference by five points behind.,0.741,41.92,41.92,34.24,-7.68,0.9002,0.9002,0.8819,-0.018299999999999983
"Am Donnerstag erklärte die OPWC, die beiden Standorte seien laut syrischer Aussage „aufgegeben worden ... und die dort vorhandenen Objekte des Chemiewaffenprogramms seien an andere genannte Einrichtungen verlagert worden, die inspiziert wurden.“","On Thursday, OPCW said the two locations were, according to Syria, ""abandoned and ... the chemical weapons program items they contained were moved to other declared sites, which were inspected.""","On Thursday, the OPCW announced that the two sites were according to Syrian statements „abandoned ... and the objects of the chemical weapons program were transferred to other named facilities that were inspected.“","On Thursday, the OPWC said that, according to Syrian sources, the two sites had been abandoned ... and that the chemical weapons facilities there had been relocated to other sites that had been inspected.","On Thursday, the OPWC said that, according to Syrian sources, the two sites had been abandoned ... and that the chemical weapons facilities there had been relocated to other sites that had been inspected.",0.741,16.45,12.32,12.32,-4.129999999999999,0.8677,0.8461,0.8461,-0.021600000000000064
