source,reference,prediction,bleu,comet
"Trerise schrieb in einem Geständnis: ""Ich fühle mich verantwortlich für ihren Tod.""","Trerise wrote in a confession note: ""I feel responsible for her death.""","Trerise wrote in a confession: ""I feel responsible for her death.""",81.97,0.9575
"Der Unsinn fängt mit dem Ticketholen an, das dir erlaubt, als erster zu gehen.","The nonsense began with the collection of the back number, which presupposed you went there before the race.","The nonsense starts with ticket theft, which allows you to go first.",6.02,0.6949
"Hughes sagte, Patek habe dasselbe Schicksal verdient wie die drei anderen Mitglieder der Terrorzelle Jemaah Islamiah – Amrozi, Mukhlas und Imam Samudra –, die für das Blutbad verantwortlich waren und vor vier Jahren hingerichtet wurden.","Mr Hughes said Patek should have shared the same fate as three other members of the Jemaah Islamiah terror cell responsible for the carnage - Amrozi, Mukhlas and Imam Samudra - who were executed four years ago.","Hughes said Patek deserved the same fate as the three other members of the Jemaah Islamiah terror cell - Amrozi, Mukhlas and Imam Samudra - who were executed four years ago for the massacre.",65.03,0.9082
"Beim E-Sport werden Computerspiele wie ""League Of Legends"", ""Dota 2"", ""Counterstrike"" oder eben die Fußball-Simulation FIFA auf Wettbewerbsebene ausgefochten.","In e-sport, computer games like ""League Of Legends"", ""Dota 2"", ""Counterstrike"" or even the football simulator FIFA are battled out on a competitive level.","In e-sports, computer games such as ""League of Legends"", ""Dota 2"", ""Counterstrike"" or the football simulation ""FIFA"" are played competitively.",41.9,0.9151
"Trotz des Wahldebakels rollen einstweilen noch keine Köpfe, an der Spitze der bayerischen CSU wurden die Personaldebatten vertagt.","Despite ignominious election failure heads have not rolled yet, personal issues are adjourned temporarily at the Bavarian CSU summits.","Despite the election debacle, no heads have rolled yet, and personal debates have been postponed at the top of the Bavarian CSU.",12.66,0.7634
Die Tresore der Schweizer Banken waren zum Symbol für unerschütterliche Zuverlässigkeit geworden wie Lindt und Sprüngli für besonders edle Schokolade.,"The safes of Swiss banks had become a symbol of unshakeable reliability, just as Lindt and Sprüngli had come to symbolise sophisticated chocolate.","Swiss bank vaults have become a symbol of unshakable reliability, like Lindt and Sprüngli for particularly fine chocolate.",16.8,0.8034
"Er postete ein Bild von Browns leblosem Körper, der auf der Straße ausgestreckt war und dort vier Stunden bleiben würde.","He posted a picture of Brown's lifeless body stretched out in the street, where it would stay for four hours.","He posted a picture of Brown's lifeless body lying on the street, where it would remain for four hours.",64.0,0.9174
"Auf diese Entwicklung setzt offensichtlich Jörg Haider, der bereits erklärte, er sei bereit, mit jeder Partei zusammenzuarbeiten und gehe von einer Rückkehr nach Wien in die österreichische Bundespolitik aus.","Haider, who has already announced that he is prepared to work together with any party and presumes he will return to Vienna to national politics, is evidently banking on this development.","Jörg Haider, who has already announced that he is ready to work with any party and that he expects to return to Austrian federal politics, is obviously counting on this development.",44.82,0.8781
"Es ist ganz Europa, das sich dem Diktat der Märkte und der Ratingagenturen beugt, das unter seiner Ohnmacht und seinem Solidaritätsmangel leidet.","It is the whole of Europe, which defers to the dictates of the markets and of rating agencies, who suffer from their incapacity and a lack of solidarity.","It is Europe as a whole that is bowing to the dictates of the markets and the rating agencies, suffering under its impotence and lack of solidarity.",34.04,0.869
Bei voller Kapazität wären dies 3 Millionen Kubikmeter pro Stunde sowie 6 Millionen im Jahre 2012.,"At full capacity, this will be 3 million an hour and in 2012, 6 million.","At full capacity, this would be 3 million cubic metres per hour and 6 million in 2012.",32.83,0.8603
"Und ich hätte die ganze verdammte Summe einfordern können, aber ich tue es nicht.""","And I could claim the whole bloody lot, but I don’t.""","And I could have sued for the whole damn amount, but I didn't.""",19.25,0.7974
"„Nun hat Franziskus diese acht Kardinäle ausgewählt, die ihm helfen sollen“, sagte Valero.","""Now Francis has selected these eight cardinals to help him,"" Valero said.","""Now Francis has chosen these eight cardinals to help him,"" said Valero.",63.72,0.9511
"Ich hatte die Gelegenheit zu schreiben, dass die Technologie heutzutage wie ein Krebs voranschreitet, nämlich rückwärts.","I had occasion to write that technology goes forward like a crab, namely, backwards.","I had the opportunity to write that technology is advancing like a cancer, backwards.",25.33,0.7961
"""Großen Anteil an diesem Lizenzverkauf zum Betreiben von Hotels hatte gerade der Sieg im Wettbewerb ""Unternehmer des Jahres"", fügt Herr Pytloun anerkennend hinzu.","""And the sale of the license to operate the hotel was very much influenced just by winning the competition Entrepreneur of the year,"" appreciatively adds Pytloun.","""The sale of the licence for the operation of hotels was largely due to the victory in the ""Businessman of the Year"" competition, adds Mr. Pytloun.",7.92,0.7936
"Auf seinem Plan steht nicht Spielspaß in Las Vegas, er wird im Januar Bewerbungsgespräche in Neuseeland führen.",He has not scheduled in a round of gambling in Las Vegas - he will be taking part in job interviews in New Zealand in January.,"His plan is not to have fun in Las Vegas, he will have job interviews in New Zealand in January.",32.56,0.8022
"So erlaubt der 75-Jährige gleich doppelt einen tiefen Einblick in seine Seele, seine Emotionen.","The 75-year-old allows at the same time a twofold insight, deep into both his soul and his emotions.","Thus, the 75-year-old allows us a deep insight into his soul, his emotions.",19.72,0.8497
"Inzwischen sind die Nachrichtenkameras in Ferguson längst verschwunden, aber die rassischen Verbindungen zwischen der Gemeinde und der Polizei bestehen weiterhin.","Meanwhile, back in Ferguson, the news cameras are long gone but fraught racial ties between the community and police persist.","In the meantime, Ferguson's surveillance cameras are long gone, but the racial ties between the community and police remain.",39.33,0.8802
Lord war Anfang des Jahres wegen Sexualvergehen an zwölf Jungen während seiner zweijährigen Tätigkeit für den YMCA verurteilt worden.,Earlier this year Lord was convicted for sexual offences against 12 boys during the two years he worked at the YMCA.,Lord was convicted in January of sexually abusing 12 boys during his two-year stint with the YMCA.,14.59,0.8641
"Wir wollten ein Programm zusammenstellen, das alle Generationen einschließlich Kinder anspricht.","We have tried to compile a programme, which speaks for all ages, including children.","We wanted to put together a programme that would appeal to all generations, including children.",18.84,0.9029
Das Netzwerk entschuldigte sich ebenfalls schnell und gab eine Mitteilung heraus.,The network was also quick to apologize and released a statement.,The network apologised quickly and issued a statement.,16.74,0.9305
"Er schlug vor, dass die Kombination von L. reuteri und eine an Tryptophan reiche Ernährung tolerantere, weniger entzündliche Darmmilieus fördert, wenn das gleiche System auch bei Menschen wirke.","He suggested if the same works in humans, a combination of L. reuteri and a tryptophan-rich diet may foster a more tolerant, less inflammatory gut environment.","He suggested that the combination of L. reuteri and a diet rich in tryptophan makes the gut milieus more tolerant and less inflammatory, and that the same system works in humans.",27.47,0.8483
"Darüber hinaus gibt es bei der Defender Challenge einen Trainings- und Testtag im Februar sowie die Option, an Wüstenrennen in Nordafrika und dem Nahen Osten teilzunehmen.","Additionally, the Defender Challenge will provide a training and test day in February, as well as the option to compete in desert events in North Africa and the Middle East.","There is also a training and testing day in February for the Defender Challenge, as well as the option to take part in desert races in North Africa and the Middle East.",49.26,0.8868
Die schwedische Behörde für Forensische Medizin (Rättsmedicinalverket) hat mit der Durchführung der Tests im vergangenen Jahr begonnen.,Sweden's national Forensic Medicine Agency (Rättsmedicinalverket) started carrying out the tests earlier year.,The Swedish National Board of Forensic Medicine (Rättsmedicinalverket) began carrying out the tests last year.,23.68,0.9218
Die vor fünf Monaten annektierte Halbinsel im Schwarzen Meer ist der Heimathafen für den Großteil der russischen Marine sowie ein wichtiger Handelshafen und historische Küstenregion.,The Black Sea peninsula annexed five months ago is home to Russia's main naval fleet as well as commercial maritime facilities and historic coastal resorts.,"The peninsula annexed by Russia five months ago in the Black Sea is the home port for most of the Russian navy, a major commercial port and a historic coastal region.",7.86,0.8704
